DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
Many,SubStandard,Adult,Football,FiveThou,Current,Thousand,None,False,Poor,Normal,False,True,FamilySedan,None,Middle,Rural,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,False,FamilySedan,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,Economy,None,Prole,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Many,SubStandard,Adult,Tank,FiveThou,Older,Thousand,None,True,Poor,Cautious,False,True,FamilySedan,Mild,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Football,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Senior,Football,TwentyThou,Current,Thousand,Severe,True,Poor,Cautious,False,True,FamilySedan,Severe,UpperMiddle,Secure,Million,TwentyThou,False,HundredThou,TenThou,False,True,Thousand,True,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Poor,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
One,Normal,Adult,Football,TwentyThou,Current,Thousand,None,False,Excellent,Adventurous,False,False,FamilySedan,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,FiveThou,Older,Thousand,None,True,Normal,Normal,False,False,FamilySedan,None,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
One,Normal,Adult,Football,Domino,Current,Thousand,None,False,Normal,Adventurous,False,False,Luxury,None,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiveThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,Domino,Current,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
One,Normal,Senior,Football,Domino,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,EggShell,FiveThou,Current,Thousand,None,True,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adolescent,EggShell,FiveThou,Older,Thousand,None,False,Poor,Normal,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,False,Economy,Severe,Prole,City,TenThou,FiveThou,False,Thousand,TenThou,False,False,TenThou,False,Fair
Many,SubStandard,Adult,Football,Domino,Older,TenThou,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,SportsCar,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,Mild,True,Normal,Cautious,False,True,SportsCar,Mild,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adult,Tank,Domino,Older,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adolescent,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,SportsCar,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Adult,Football,FiftyThou,Older,Thousand,None,False,Excellent,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Adult,Tank,FiftyThou,Current,Thousand,None,False,Excellent,Normal,False,True,FamilySedan,None,Prole,City,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,Suburb,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,Mild,UpperMiddle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,Domino,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adolescent,EggShell,Domino,Older,Thousand,None,False,Normal,Normal,True,False,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,None,False,Poor,Adventurous,False,True,FamilySedan,Mild,Middle,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,EggShell,FiveThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Adolescent,Tank,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Middle,Rural,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Excellent
Zero,Expert,Senior,EggShell,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Mild,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,Football,TwentyThou,Current,Thousand,None,False,Poor,Adventurous,False,False,FamilySedan,Mild,Prole,City,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Many,Normal,Adult,Football,FiftyThou,Current,Thousand,Mild,False,Poor,Psychopath,False,True,Economy,Mild,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
One,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,FiftyThou,Current,Thousand,None,True,Poor,Adventurous,False,True,Luxury,None,UpperMiddle,Rural,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,None,False,Poor,Psychopath,False,True,FamilySedan,None,Middle,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Tank,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,FamilySedan,Moderate,Prole,Rural,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Poor
One,SubStandard,Adult,EggShell,FiftyThou,Older,Million,Severe,True,Poor,Normal,False,False,Economy,Severe,Middle,Secure,TenThou,FiveThou,False,TenThou,Thousand,False,False,HundredThou,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,True,Economy,None,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,EggShell,FiveThou,Older,Thousand,None,False,Normal,Adventurous,False,True,SportsCar,None,Middle,City,Thousand,FiftyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Tank,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Poor,Cautious,False,False,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Poor,Normal,False,True,SportsCar,None,Prole,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adolescent,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,True,True,FamilySedan,None,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Excellent,Psychopath,False,False,Economy,None,Prole,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,Football,FiftyThou,Current,Thousand,Mild,False,Normal,Adventurous,False,False,Economy,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Football,FiftyThou,Older,HundredThou,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,Rural,Million,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Good
Zero,Expert,Adult,Football,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Senior,Football,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,SubStandard,Adult,Football,TwentyThou,Older,Thousand,None,True,Poor,Normal,False,True,Luxury,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,False,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Senior,EggShell,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,City,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Million,False,Poor
Zero,Normal,Adolescent,Football,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Middle,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,TenThou,False,Good
Zero,Expert,Adult,Football,FiftyThou,Older,Thousand,None,True,Excellent,Normal,False,False,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,True,True,Economy,None,Prole,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adult,EggShell,Domino,Older,Thousand,Moderate,False,Poor,Normal,False,False,Economy,Mild,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,TenThou,False,Poor
One,Normal,Adult,Football,FiftyThou,Current,Thousand,None,False,Normal,Adventurous,False,False,Economy,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Tank,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,SportsCar,None,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,Economy,Severe,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,None,False,Poor,Adventurous,False,True,FamilySedan,None,Prole,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,Tank,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Excellent
Zero,Expert,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Mild,True,Poor,Normal,False,False,Luxury,Mild,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,Tank,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adult,Tank,FiveThou,Current,Thousand,None,True,Normal,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Excellent,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,False,SportsCar,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Prole,City,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,SportsCar,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Luxury,None,UpperMiddle,Secure,TenThou,FiftyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,SubStandard,Adult,Football,FiveThou,Older,Thousand,None,True,Poor,Cautious,False,True,Economy,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,Domino,Current,Thousand,Severe,True,Poor,Normal,False,True,FamilySedan,Severe,UpperMiddle,Suburb,HundredThou,TwentyThou,False,HundredThou,TenThou,False,True,HundredThou,False,Excellent
Zero,Normal,Senior,EggShell,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Senior,Football,Domino,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,None,False,Poor,Adventurous,False,True,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,None,False,Poor,Adventurous,True,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Adolescent,Football,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,False,FamilySedan,None,Middle,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,FiveThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,SportsCar,None,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Mild,True,Poor,Cautious,False,True,FamilySedan,Moderate,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Football,Domino,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,UpperMiddle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,SubStandard,Adolescent,Tank,FiftyThou,Older,Thousand,None,False,Poor,Normal,False,True,FamilySedan,None,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,Domino,Current,Thousand,None,True,Normal,Normal,False,True,Luxury,None,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,Tank,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Adult,Football,TwentyThou,Current,Thousand,None,False,Excellent,Normal,False,True,Economy,None,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Poor,Cautious,False,True,Economy,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Prole,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,True,True,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,False,SportsCar,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,Domino,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,SubStandard,Senior,Football,TwentyThou,Older,Thousand,None,True,Poor,Cautious,False,True,FamilySedan,Mild,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Senior,Football,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,Economy,Severe,Prole,City,Million,FiveThou,False,TenThou,HundredThou,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,Economy,Severe,Prole,Rural,TenThou,TenThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,SportsCar,Moderate,Middle,Rural,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Poor
Zero,Expert,Senior,EggShell,FiveThou,Older,Thousand,None,True,Excellent,Cautious,False,True,SportsCar,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
One,Normal,Adult,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Psychopath,False,True,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Senior,Football,FiftyThou,Current,Million,Severe,True,Poor,Cautious,False,True,FamilySedan,Severe,Middle,Secure,HundredThou,TenThou,False,TenThou,HundredThou,False,True,Thousand,True,Excellent
Zero,Normal,Senior,Tank,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,False,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Senior,Football,FiveThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Fair
